unit_id,source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
GM-13,C-CLASSIC-IRONY,contrasted-with,moliere-tartuffe,literary-criticism,2,515,burke,tartuffe is pure hypocrite not ironic (footnote)
GM-13,C-IRONY,master-formula,C-PERIPETY,tropology,1,517,burke,what goes forth as A returns as non-A
GM-13,C-IRONY,grounds-in,C-INTERNAL-FATALITY,tropology,1,517,burke,principle of inevitability operating from within
GM-13,C-IRONY,produces,C-PRIMUS-INTER-PARES,tropology,1,516,burke,summarizing vessel of the development as a whole
GM-13,C-PRIMUS-INTER-PARES,has-duality,C-ADJ-SUB-DUALITY,tropology,1,516,burke,adjectival qualifier and substantial conclusion
GM-13,C-IRONY,risks,C-SIMPL-OF-LITERALNESS,tropology,1,516,burke,third temptation: collapse of adjectival/substantial duality
GM-13,C-IRONY,risks,C-ROMANTIC-IRONY,tropology,1,514,burke,pharisaic temptation in irony
GM-13,C-IRONY,risks,C-RELATIVISM,tropology,1,512,burke,relativistic confusion is the first temptation
GM-13,C-IRONY,exemplified-by,marx-proletariat,political-philosophy,1,516,burke,proletariat as socrates of marxist symposium of history
GM-13,C-IRONY,exemplified-by,engels-slavery-socialism,political-philosophy,2,516,burke,without slavery of antiquity no modern socialism
GM-13,C-IRONY,exemplified-by,plato-socrates,philosophy,1,516,burke,socrates as primus inter pares in platonic dialogue
GM-13,C-IRONY,most-implicates-pentad-term,burke-purpose,dramatism,1,517,phase2,peripety operates on purpose (A returns as non-A)
GM-13,C-IRONY,most-implicates-pentad-term,burke-act,dramatism,2,517,phase2,peripety as reversal mechanic in act
GM-13,C-IRONY,opens-into,C-LEX-TALIONIS,tropology,1,516,burke,irony moves into law and justice; form-as-anticipation
GM-13,C-IRONY,polemic-against,allen-tate-eliot-reading,literary-criticism,1,513,burke,tate's superior-spectator definition is romantic irony not humble
GM-13,C-METAPHOR,critiqued-instance,korzybski-structural-differential,methodology,2,511,burke,reductive way-in misrepresents meaning
GM-13,C-REDUCTION,critiqued-instance,thurman-arnold-psychiatric-metaphor,methodology,2,511,burke,psychiatric reduction of social relations
GM-13,C-REDUCTION,critiqued-instance,neurath-isotypes,methodology,2,510,burke,isotypes as quantitative reductive representations
GM-13,C-METONYMY,exemplified-by,richards-commotion-for-emotion,literary-criticism,2,506,burke,richards in principles of literary criticism
GM-13,C-TROPE-AS-TRUTH-APPARATUS,reframes,rhetorical-figure-tradition,tropology,1,503,burke,subordinates quintilian-cicero-richards tradition
GM-13,GM-13-TROPES,parallel-apparatus-to,GM-00-INTRO,structure,1,503,phase2,trope-apparatus parallel to pentad
GM-13,GM-13-TROPES,operates-on,GM-04-SCENE,structure,2,506,phase2,materialism features scene via metonymy
GM-13,GM-13-TROPES,operates-on,GM-05-AGENT,structure,2,503,phase2,idealism features agent via metaphor-perspective
GM-13,GM-13-TROPES,operates-on,GM-06-ACT,structure,2,508,phase2,realism features act via synecdoche
GM-13,GM-13-TROPES,operates-on,GM-07-AGENCY-PURPOSE,structure,2,506,phase2,pragmatism features agency via metonymy; mysticism features purpose via micro-macro synecdoche
GM-13,GM-13-TROPES,prefigures,hayden-white-metahistory,intellectual-history,2,503,phase2,1945 essay anticipates white 1973 tropological historiography
GM-13,C-METAPHOR,dissertation-deployment,game-discourse-framing,dissertation,1,503,phase2,gamification skeuomorphic mappings of work/school/fitness into play
GM-13,C-METONYMY,dissertation-deployment,player-as-kda-mmr,dissertation,1,506,phase2,telemetric reduction of player to scoreboard number
GM-13,C-SYNECDOCHE,dissertation-deployment,avatar-stands-for-player,dissertation,1,508,phase2,canonical game-studies synecdoche
GM-13,C-IRONY,dissertation-deployment,meta-gaming-dialectic,dissertation,1,517,phase2,speedrunning glitch-exploitation emergent play
GM-13,C-IRONY,dissertation-deployment,designer-exploiter-consubstantiality,dissertation,1,514,phase2,toxic optimizer is rational extension of designed incentive
GM-11,C-INTRINSIC-EXTRINSIC,is_meta_clarification_of,C-SCENE-ACT-RATIO,dramatism,1,465,burke,load-bearing thesis — intrinsic/extrinsic is a scene-act ratio meta-question
GM-11,C-INTRINSIC-EXTRINSIC,cross_references,GM-03-CIRCUMFERENCE,dramatism,1,465,burke-pipeline,intrinsic-scope choice IS a circumference choice
GM-11,C-INTRINSIC-EXTRINSIC,cross_references,GM-02-SUBSTANCE-VOCABULARY,dramatism,1,465,burke-pipeline,intrinsic/extrinsic is a directional-substance application
GM-11,C-ASCITAS,criterion_for,C-INTRINSIC-EXTRINSIC,scholastic-philosophy,1,465,burke,by-itselfness as the trans-historical criterion driving the intrinsic question
GM-11,C-OUSIA-BEING,grounds,C-ASCITAS,aristotle,1,465,burke,substance-as-being is the Aristotelian root of the in-itself criterion
GM-11,C-OUSIA-BEING,places_outside_of,C-TIME-CATEGORY,aristotle,2,466,burke,being-talk yields atemporal/tenseless analysis
GM-11,C-ENTELECHY,anchors_in,C-GENUS-FAMILY,aristotle,1,467,burke,internal principle of motivation located at level of genus not bare individual
GM-11,C-EXTRINSIC-CREATOR,engrafts_onto,C-OUSIA-BEING,aquinas,1,467,burke,God and the Devil as extrinsic principles added to Aristotelian intrinsic
GM-11,C-EXTRINSIC-CREATOR,bears_ambiguity_of,C-PANTHEISM-LIMIT,aquinas,2,467,burke,ancestral God not wholly extrinsic — pantheist completion refused
GM-11,C-SPINOZA-TOTALITY,applies_rigorously,C-ASCITAS,spinoza,1,468,burke,in-itself criterion taken to its limit produces totality-only intrinsic
GM-11,C-SPINOZA-TOTALITY,near_reverses,C-INTRINSIC-EXTRINSIC,spinoza,1,468,burke,Locke etymological note reinforces — intrinsic and extrinsic nearly trade places
GM-11,C-LOCKE-SUBSTANCE-ETYMOLOGY,supports,C-SPINOZA-TOTALITY,locke,2,468,burke,substance originally names what supports from outside
GM-11,C-SECULAR-HISTORICISM,follows_from,C-SPINOZA-TOTALITY,intellectual-history,2,469,burke,theological side dropped yields naturalistic historicism
GM-11,C-SECULAR-HISTORICISM,produces,C-SCIENCE-FROM-WITHOUT,intellectual-history,1,469,burke,modern science as the from-without limit case
GM-11,C-SCIENCE-FROM-WITHOUT,abolishes,C-OUSIA-BEING,philosophy-of-science,1,469,burke,category of substance formally abolished
GM-11,C-SCIENCE-FROM-WITHOUT,instantiated_by,C-SCIENCE-OF-PERSONALITY,critical-example,1,469,burke,Angyal Foundations for a Science of Personality as illustration
GM-11,C-SCIENCE-OF-PERSONALITY,perspective_by_incongruity_to,C-DRAMATIST-VOCABULARY,critique,1,470,burke,personality is dramatist concept being translated into non-personal terms
GM-11,C-GERONTOLOGIST-REDUCTIO,illustrates,C-SCIENCE-FROM-WITHOUT,critical-example,2,469,burke,chemical-dosage intrinsic-resistance as confused intrinsic/extrinsic talk
GM-11,C-THREE-LEVELS,subsumes,C-INTRINSIC-EXTRINSIC,dramatism,1,465,burke,grammar/rhetoric/symbolic — intrinsic question is grammatical entry-point
GM-11,C-THREE-LEVELS,future_locus_of,C-SYMBOLIC-MOTIVES,burke-trilogy,2,483,burke,modern criticism has something vitally new on Symbolic level
GM-11,C-COLERIDGEAN-METHOD,polemical_target_of,C-NEO-ARISTOTELIAN-OBJECT,critical-history,1,470,burke,Crane prefatory note targets Coleridgean narrowing-down
GM-11,C-COLERIDGEAN-METHOD,narrows_down_from,C-BROAD-PHILOSOPHICAL-FRAME,critical-method,2,470,burke,subjective/objective extension/intension structure/texture pairs
GM-11,C-NEO-ARISTOTELIAN-OBJECT,claims_method,C-INDUCTION-DEDUCTION,critical-method,1,471,burke,object-treatment via pure induction from particular poems
GM-11,C-INDUCTION-DEDUCTION,false_dichotomy_per,C-CRITICAL-TERMINOLOGIES-AS-LANGUAGES,burke-methodology,1,471,burke,terminologies coach observation deductively
GM-11,C-PROPHECY-AFTER-EVENT,diagnoses,C-NEO-ARISTOTELIAN-OBJECT,critique,2,473,burke,pure inductivism degenerates into rationalization-after-the-event
GM-11,C-SCENE-AGENT-RATIO,extends,C-SCENE-ACT-RATIO,dramatism,1,474,burke,scene-quality contains agent-quality as parallel to scene-act ratio
GM-11,C-SCENE-AGENT-RATIO,applied_to,C-WORDSWORTH-SONNET,literary-analysis,1,474,burke,octave establishes scene; sestet introduces agent imbued by ground
GM-11,C-REST-TWO-SENSES,distinguishes,C-MOTION-ACTION,burke-methodology,1,475,burke,cessation-of-motion vs end-of-action — Aristotelian primum mobile distinction
GM-11,C-MOTION-ACTION,grounds_distinction_of,C-INTRINSIC-EXTRINSIC,burke-methodology,1,475,burke,motion-talk yields only extrinsic statements about human realm
GM-11,C-ATTITUDE-INCIPIENT-ACT,forward_references,C-ATTITUDE-RHETORIC-OF-MOTIVES,burke-trilogy,1,476,burke,load-bearing 6th-term anticipation of Rhetoric of Motives apparatus
GM-11,C-ATTITUDE-INCIPIENT-ACT,ambiguous_between,C-INCIPIENT-VS-SUBSTITUTE-ACT,dramatism,1,476,burke,attitude as preparation-for-act or as substitute-for-act
GM-11,C-LYRIC-STASIS,instance_of,C-ATTITUDE-INCIPIENT-ACT,burke-poetics,1,475,burke,lyric is state summing up action in form of attitude
GM-11,C-LYRIC-STASIS,dialectical_counterpart_of,C-DRAMATIC-ACTION,burke-poetics,1,476,burke,not analogue but dialectical counterpart — Stations of Cross diagnostic
GM-11,C-LYRIC-EVENT,scenic_not_enactive,C-DRAMATIC-ACT,burke-poetics,1,480,burke,Olson distinction Burke endorses and reworks
GM-11,C-LYRIC-EVENT,proportionality_with,C-SCIENCE-FROM-WITHOUT,burke-methodology,1,481,burke,science:lyric :: scene:agent :: knowledge:knower :: epistemological:psychological
GM-11,C-PSEUDO-REFERENCE,watershed_between,C-DRAMATIC-ACT,critical-diagnosis,2,481,burke,Winters on Gerontion — actions transforming into events
GM-11,C-PSEUDO-REFERENCE,produces,C-LYRIC-EVENT,critical-diagnosis,2,481,burke,events become scenic mood-imagery purveying attitudes
GM-11,C-POETIC-I-UNIVERSALIZED,fills,C-UNIVERSE-OF-DISCOURSE,burke-poetics,2,480,burke,lyric character almost completely universalized — Olson + Burke
GM-11,C-POEM-AS-ACT,resolves,C-INTRINSIC-EXTRINSIC,burke-resolution,1,482,burke,load-bearing — third option suppressed by Crane exemplar/object dichotomy
GM-11,C-POEM-AS-ACT,supplements,C-PERFECTION-FINISHEDNESS,burke-resolution,1,483,burke,act-into-object admits internal-structure AND act-scene analyses
GM-11,C-POEM-AS-ACT,third_option_to,C-CRANE-DICHOTOMY-EXEMPLAR-OBJECT,burke-critique,1,482,burke,pentad pries open suppressed option
GM-11,C-PERFECTION-FINISHEDNESS,intrinsic_pole_of,C-POEM-AS-ACT,dramatism,1,482,burke,part-whole relationships of finished work
GM-11,C-COMPREHENSIVE-ACT-STAGES,supplements,C-PERFECTION-FINISHEDNESS,dramatism,2,483,burke,terms of one poem qualified by use in other poems
GM-11,C-COMPREHENSIVE-ACT-STAGES,deflates,C-SUI-GENERIS-UNIQUENESS,burke-critique,2,478,burke,Maclean and Olson sui generis conclusions blocked
GM-11,C-HAECCEITAS,diagnostic_of,C-NEO-ARISTOTELIAN-OBJECT,critical-history,2,483,burke,Scotist haecceitas pattern — uniqueness-plus-kind
GM-11,C-HAECCEITAS,risks,C-ANGELOLOGY-OF-POEMS,burke-warning,2,484,burke,Aquinas angels each genus-and-individual — pure forms without matter
GM-11,C-DRAMATISM-VS-ARISTOTELIANISM,supersedes,C-NEO-ARISTOTELIAN-OBJECT,burke-trilogy,1,482,burke,trade-name should be dramatism rather than Aristotle
GM-11,C-DRAMATISM-VS-ARISTOTELIANISM,deploys,C-PENTAD,dramatism,1,482,burke,Act/Scene/Agent/Agency/Purpose as the apparatus
GM-11,C-SUBSTANCE-LINK,bridges,GM-02-ANTINOMIES,burke-pipeline,1,465,burke-pipeline,GM-11 historicizes GM-02 substance vocabulary across four-stage dialectic
GM-11,C-CIRCUMFERENCE-LINK,bridges,GM-03-SCOPE,burke-pipeline,1,465,burke-pipeline,intrinsic-scope choice IS circumference choice
GM-11,C-INTRINSIC-EXTRINSIC,bridges_to_dissertation,DISS-GAME-AS-TEXT-SCOPE,dissertation,1,465,dissertation,what counts as the game — software / designer-intent / community / streaming / mods
GM-11,C-POEM-AS-ACT,bridges_to_dissertation,DISS-GAME-AS-CONSTITUTIVE-ACT,dissertation,1,482,dissertation,game-as-act surviving as artifact-constitution re-enacted by players
GM-11,C-REST-TWO-SENSES,bridges_to_dissertation,DISS-ENGAGEMENT-VS-ACT,dissertation,1,475,dissertation,engagement-metric motion-vocabulary vs act-of-playing action-vocabulary
GM-11,C-ATTITUDE-INCIPIENT-ACT,bridges_to_dissertation,DISS-GAME-AFFORDANCES-AS-ATTITUDE,dissertation,1,476,dissertation,held-but-not-pressed button; menu-open contemplation; thinking-face
GM-11,C-COMPREHENSIVE-ACT-STAGES,bridges_to_dissertation,DISS-FRANCHISE-OEUVRE-ANALYSIS,dissertation,2,483,dissertation,FromSoftware Souls / Mario lineage as comprehensive-act
GM-11,C-SCENE-AGENT-RATIO,bridges_to_calleja,CALLEJA-PIM-INCORPORATION,cross-pipeline,2,474,dissertation,scene-agent identification as Burke-side analogue of incorporation
GM-11,C-ATTITUDE-INCIPIENT-ACT,bridges_to_calleja,CALLEJA-PIM-AFFECTIVE-INVOLVEMENT,cross-pipeline,2,476,dissertation,attitude-as-incipient-act maps onto affective involvement
GM-11,C-ENTELECHY,bridges_to_aristotle,ARIST-ENERGEIA-ENTELECHEIA,cross-pipeline,1,467,exegetical,EXEGETICAL — Burke himself reads Aristotle on entelechy in genus
GM-11,C-MOTION-ACTION,bridges_to_aristotle,ARIST-PRIMUM-MOBILE,cross-pipeline,1,475,exegetical,EXEGETICAL — Burke reads Aristotelian rest-as-end-of-action
GM-11,C-COMPREHENSIVE-ACT-STAGES,bridges_to_aristotle,ARIST-POETICS-CH6-CH12,cross-pipeline,1,478,exegetical,EXEGETICAL — Poetics two part-whole frameworks apply to tragedies as class
GM-11,C-ATTITUDE-INCIPIENT-ACT,bridges_to_gross,GROSS-UNCOMFORTABLE-SITUATED-EMOTION,cross-pipeline,2,476,anticipatory,incipient-act attitude ↔ situated/pre-affective emotion
GM-11,C-SCENE-AGENT-RATIO,anticipatorily_bridges,HEIDEGGER-BEFINDLICHKEIT-STIMMUNG,cross-pipeline,2,474,anticipatory,mood-as-ground for agent comportment — Dasein attunement parallel
GM-11,C-INTRINSIC-EXTRINSIC,anticipatorily_bridges,UEXKULL-UMWELT-SCOPE,cross-pipeline,2,468,anticipatory-parallel-discovery,Spinoza totality + Uexküll Umwelt — both arrive at subjectively-constituted scenic ground
GM-11,C-MOTION-ACTION,anticipatorily_bridges,HEIDEGGER-KINESIS-ENERGEIA-BCAP,cross-pipeline,1,475,anticipatory,rest-as-end-of-action ↔ telos of kinesis in BCAP
GM-11,C-POEM-AS-ACT,anticipatorily_bridges,RICKERT-AMBIENT-RHETORIC,cross-pipeline,2,482,anticipatory,act surviving as constitution within ambient enactment-scene
GM-11,C-LYRIC-STASIS,bridges_to_keats_unit,GM-10-KEATS-FAIR-ATTITUDE,burke-pipeline,1,476,burke-pipeline,Grecian Urn fair Attitude as the load-bearing GM-10 precedent
GM-11,C-COMPREHENSIVE-ACT-STAGES,bridges_to_moore_unit,GM-12-MOORE-OEUVRE,burke-pipeline,1,483,burke-pipeline,Moore essay instantiates the comprehensive-act-stages methodology
GM-11,C-THREE-LEVELS,bridges_to_rhetoric_volume,BURKE-RHETORIC-OF-MOTIVES,burke-trilogy,1,465,burke-pipeline,Rhetoric level developed in 1950 volume — forward reference
GM-11,C-ATTITUDE-INCIPIENT-ACT,bridges_to_rhetoric_volume,BURKE-RHETORIC-ATTITUDE-SIXTH-TERM,burke-trilogy,1,476,burke-pipeline,Attitude becomes 6th pentad term in Rhetoric of Motives
GM-11,C-DRAMATISM-VS-ARISTOTELIANISM,bridges_to_intro,GM-00-INTRO-PENTAD,burke-pipeline,1,482,burke-pipeline,pentad deployed to dissolve Crane dichotomy
GM-11,C-INTRINSIC-EXTRINSIC,bridges_to_constitutions,GM-08-CONSTITUTIONS,burke-pipeline,2,482,burke-pipeline,constitutive-act language parallels GM-08 constitutional analysis
GM-11,C-NEO-ARISTOTELIAN-OBJECT,polemical_target,C-CRANE-PREFATORY-NOTE,critical-history,1,470,burke,three University Review essays — Crane Maclean Olson
GM-11,C-WORDSWORTH-SONNET,worked_example_of,C-SCENE-AGENT-RATIO,burke-method,1,473,burke,beauteous evening sonnet analyzed via scene-agent ratio
GM-11,C-YEATS-BYZANTIUM,worked_example_of,C-LYRIC-EVENT,burke-method,1,479,burke,Olson Sailing to Byzantium as dramatistic-in-practice
GM-11,C-KEATS-GRECIAN-URN,worked_example_of,C-ATTITUDE-INCIPIENT-ACT,burke-method,1,476,burke,fair Attitude as summational moment of arrested action
GM-11,C-TINTERN-ABBEY-PASSAGE,worked_example_of,C-MOTION-ACTION,burke-method,1,477,burke,motion of our human blood vs living soul — bodily motion vs mental action
GM-11,C-STATIONS-OF-CROSS,diagnostic_for,C-LYRIC-STASIS,burke-method,2,476,burke,one Station = lyric; fourteen-Station progression = dramatic
GM-11,C-WINTERS-PSEUDO-REFERENCE,reframed_as,C-LYRIC-EVENT,burke-method,2,481,burke,Gerontion chain-of-acts as watershed dramatic-to-lyric
