source_id,relation,target_id,domain,centrality_tier,book_pages,provenance,source_units,notes,resolution_status
gm-10-keats,DEPLOYS-APPARATUS-FROM,gm-06-act,,,452 455,intra-volume,GM-10,Aristotelian action/passion + scholastic pure act,heuristic-pending-3A
gm-10-keats,SEEDS,burke-1950-attitude-as-sixth-pentad-term,,,460,forward-burke,GM-10,'Attitude' identification anticipates Rhetoric of Motives addition,heuristic-pending-3A
urn-ekphrasis,ANTICIPATES,hawhee-rhetorical-vision-phantasia,,,458-459,anticipatory-projection,GM-10,Yeats-Boehme starry-heavens passage is phantastic-internal,heuristic-pending-3A
scene-act-ratio,ANTICIPATES,heidegger-in-der-welt-sein,,,453-455,anticipatory-projection,GM-10,Burke=0 Heidegger hits; situational disclosure parallel,heuristic-pending-3A
attitude-arrested-act,ANTICIPATES,heidegger-befindlichkeit,,,458 460,anticipatory-projection,GM-10,mood as already-disposed act-stance,heuristic-pending-3A
urn-scene-chiasmus,ANTICIPATES,rickert-ambient-rhetoric,,,457,anticipatory-projection,GM-10,ambience constitutive of rhetorical act,heuristic-pending-3A
attitude-incipient-act,MAPS-TO-PIM-DIMENSION,calleja-incorporation,,,458 460,anticipatory-projection,GM-10,kinesthetic-affective absorption as arrested act toward gameworld,heuristic-pending-3A
representative-anecdote-applied,grounds-selection-of,constitution-as-stance-word,methodological,,323-340,exegetical,GM-08,,heuristic-pending-3A
representative-anecdote-applied,rejects-as-metonymic,terminal-as-anecdote,methodological,,326-328,exegetical,GM-08,,heuristic-pending-3A
representative-anecdote-applied,partially-rejects,total-war-as-representative-case,methodological,,328-335,exegetical,GM-08,,heuristic-pending-3A
metonymic-vs-synecdochic-anecdote,defines-criterion-of,representative-anecdote-applied,definitional,,326-328,exegetical,GM-08,,heuristic-pending-3A
two-concentric-circles,inherited-from-biographia,coleridge-pantisocracy,intertextual,,325-326,exegetical,GM-08,,heuristic-pending-3A
two-concentric-circles,extends-into,GM-01-CONTAINER-scene-act-ratio,intra-volume,,325-326,exegetical,GM-08,,heuristic-pending-3A
total-war-as-representative-case,licenses-partial-use-of-war,constitutive-vs-admonitory,methodological,,328-332,exegetical,GM-08,,heuristic-pending-3A
constitutive-vs-admonitory,instantiated-by,peace-constitutive-or-directive,methodological,,330-335,exegetical,GM-08,,heuristic-pending-3A
peace-constitutive-or-directive,leads-into,religious-vs-secular-futurism,methodological,,332-336,exegetical,GM-08,,heuristic-pending-3A
religious-vs-secular-futurism,subordinated-under,ontology-vs-futurism,conceptual,,333-337,exegetical,GM-08,,heuristic-pending-3A
ontology-vs-futurism,grounds-in,scene-act-master-ratio-constitutional,scene-act-ratio,,336-337,exegetical,GM-08,,heuristic-pending-3A
imagistic-vs-conceptual-summary,resolves-via,five-terms-as-beginning,methodological,,338-341,exegetical,GM-08,,heuristic-pending-3A
five-terms-as-beginning,reasserts-canonical-statement,GM-00-INTRO-pentad,intra-volume,,340-341,exegetical,GM-08,,heuristic-pending-3A
constitution-as-stance-word,inherits-from,GM-02-ANTINOMIES-substance-vocabulary,intra-volume,,323-341,exegetical,GM-08,,heuristic-pending-3A
six-dictionary-meanings-of-constitution,demonstrates-pentadic-spread-of,constitution-as-stance-word,definitional,,341,exegetical,GM-08,,heuristic-pending-3A
six-dictionary-meanings-of-constitution,covers-all-five-terms,five-terms-as-beginning,pentad-applied,,341,exegetical,GM-08,,heuristic-pending-3A
law-as-codification-vs-innovation,prefigures,GM-09-DIALECTIC-GEN-transformation-of-terms,intra-volume,,342-343,exegetical,GM-08,,heuristic-pending-3A
anarchism-as-ideal,collapses-into-when-organized,anarcho-syndicalism-oxymoron,case-study,,344-346,exegetical,GM-08,,heuristic-pending-3A
anarcho-syndicalism-oxymoron,operationalized-as,anarcho-syndicalist-constitution,case-study,,345-349,exegetical,GM-08,,heuristic-pending-3A
anarcho-syndicalist-constitution,exemplifies-tension,ideal-vs-organizational,structural-tension,,345-349,exegetical,GM-08,,heuristic-pending-3A
positive-vs-negative-laissez-faire,located-on,spectrum-freedom-capitalism,case-study,,349-353,exegetical,GM-08,,heuristic-pending-3A
spectrum-freedom-capitalism,governed-by,strategic-choice-of-circumference,methodological,,350-355,exegetical,GM-08,,heuristic-pending-3A
strategic-choice-of-circumference,instantiated-by,money-as-god-term,case-study,,354-356,exegetical,GM-08,,heuristic-pending-3A
money-as-god-term,extends-scene-as-motive-locus,GM-04-SCENE-materialism,intra-volume,,355-356,exegetical,GM-08,,heuristic-pending-3A
money-as-god-term,connects-to,principles-vs-reform,case-study,,355-357,exegetical,GM-08,,heuristic-pending-3A
principles-vs-reform,exploited-rhetorically-by,constitutions-agonistic,methodological,,356-360,exegetical,GM-08,,heuristic-pending-3A
constitutions-agonistic,structures-address-via-opponent,constitutions-addressed-by-agents-to-agents,structural,,357-362,exegetical,GM-08,,heuristic-pending-3A
constitutions-addressed-by-agents-to-agents,identifies-constitution-as,GM-05-AGENT-idealism,intra-volume,,360-362,exegetical,GM-08,,heuristic-pending-3A
constitution-behind-the-constitution,implements,scene-act-master-ratio-constitutional,scene-act-ratio,,362-364,exegetical,GM-08,,heuristic-pending-3A
constitution-behind-the-constitution,instantiated-as-business-values-in-US-case,capitalist-constitution,case-study,,362-364,exegetical,GM-08,,heuristic-pending-3A
capitalist-constitution,produces,shifts-locus-of-representative,structural,,363-365,exegetical,GM-08,,heuristic-pending-3A
shifts-locus-of-representative,answered-by-strategy-of,generalizing-of-wishes,methodological,,365-367,exegetical,GM-08,,heuristic-pending-3A
generalizing-of-wishes,explains,limits-and-powers-of-a-constitution,methodological,,365-368,exegetical,GM-08,,heuristic-pending-3A
coleridge-pantisocracy,illustrates-via,motive-vs-impulse,intertextual,,368-371,exegetical,GM-08,,heuristic-pending-3A
motive-vs-impulse,parallels,ideal-vs-organizational,structural,,368-371,exegetical,GM-08,,heuristic-pending-3A
constitutions-partially-representative,demonstrated-by,coleridge-pantisocracy,case-study,,371-373,exegetical,GM-08,,heuristic-pending-3A
principles-of-conflict-among-principles,grounds,essentializing-vs-proportional,methodological,,373-380,exegetical,GM-08,,heuristic-pending-3A
constitution-makes-extra-constitutionality-mandatory,requires-recourse-to,constitution-behind-the-constitution,structural,,376-378,exegetical,GM-08,,heuristic-pending-3A
every-law-partially-constitutional,motivates-distinction,essentializing-vs-proportional,methodological,,378-380,exegetical,GM-08,,heuristic-pending-3A
essentializing-vs-proportional,exemplified-via-marbury,marshall-judicial-review,case-study,,380-388,exegetical,GM-08,,heuristic-pending-3A
marshall-judicial-review,situates-in,capitalist-constitution,case-study,,385-388,exegetical,GM-08,,heuristic-pending-3A
constitutional-unity-and-political-diversity,resolved-temporally-by,role-of-the-president,structural,,388-393,exegetical,GM-08,,heuristic-pending-3A
role-of-the-president,exercised-via,political-rhetoric-as-secular-prayer,rhetorical,,391-394,exegetical,GM-08,,heuristic-pending-3A
political-rhetoric-as-secular-prayer,instantiates-distinction,constitutive-vs-admonitory,rhetorical,,393-394,exegetical,GM-08,,heuristic-pending-3A
war-and-collective-sacrifice,inverts-individualist-substance-of,money-as-god-term,structural,,394-398,exegetical,GM-08,,heuristic-pending-3A
war-and-collective-sacrifice,re-instantiates,constitutive-vs-admonitory,case-study,,394-398,exegetical,GM-08,,heuristic-pending-3A
dialectics-of-federation,maps-onto-imagination-fancy-via,two-concentric-circles,intertextual,,398-401,exegetical,GM-08,,heuristic-pending-3A
dialectics-of-federation,resolves-spatially,constitutional-unity-and-political-diversity,structural,,398-401,exegetical,GM-08,,heuristic-pending-3A
representative-anecdote-applied,inherits-from-Part-1.III,GM-03-SCOPE-representative-anecdote,intra-volume,,323-340,exegetical,GM-08,,heuristic-pending-3A
constitution-as-stance-word,uses-trope-of,GM-13-TROPES-synecdoche,intra-volume,,326-328,exegetical,GM-08,,heuristic-pending-3A
metonymic-vs-synecdochic-anecdote,uses-trope-of,GM-13-TROPES-metonymy,intra-volume,,326-328,exegetical,GM-08,,heuristic-pending-3A
money-as-god-term,template-for-diagnosing-game-theory-god-terms,Calleja-PIM-anticipatory,cross-pipeline,,355-356,anticipatory-projection,GM-08,,heuristic-pending-3A
constitution-behind-the-constitution,template-for-implicit-ground-of-game-theories,Calleja-PIM-anticipatory,cross-pipeline,,362-364,anticipatory-projection,GM-08,,heuristic-pending-3A
strategic-choice-of-circumference,template-for-circumference-of-game-experience-key-terms,Calleja-PIM-anticipatory,cross-pipeline,,354-355,anticipatory-projection,GM-08,,heuristic-pending-3A
five-terms-as-beginning,explicitly-cites,Aristotle-final-cause-prime-mover,cross-pipeline,,340,exegetical,GM-08,,heuristic-pending-3A
constitutions-partially-representative,prefigures-consubstantiality,Burke-Rhetoric-of-Motives-1950,cross-pipeline,,371-373,forward-reference,GM-08,,heuristic-pending-3A
total-war-as-representative-case,anticipates-conflict-analytic,Burke-War-of-Words-2018,cross-pipeline,,328-335,forward-reference,GM-08,,heuristic-pending-3A
political-rhetoric-as-secular-prayer,anticipates-late-Burke-rhetoric-of-war,Burke-War-of-Words-2018,cross-pipeline,,393-394,forward-reference,GM-08,,heuristic-pending-3A
constitution-behind-the-constitution,parallels-implicit-ground-of-Dasein,Heidegger-Worumwillen-In-der-Welt-sein,cross-pipeline,,362-364,anticipatory-projection,GM-08,,heuristic-pending-3A
constitution-behind-the-constitution,parallels-ambient-scenic-ground,Rickert-ambient-rhetoric,cross-pipeline,,362-364,anticipatory-projection,GM-08,,heuristic-pending-3A
constitutive-vs-admonitory,parallels-structure-of,Gross-uncomfortable-situations-incipient-acts,cross-pipeline,,330-332,anticipatory-projection,GM-08,,heuristic-pending-3A
coleridge-pantisocracy,inherits-concentric-circles,Coleridge-Biographia-ch-XXII,intertextual,,325-326,exegetical,GM-08,,heuristic-pending-3A
essentializing-vs-proportional,connects-to-aristotelian-substance-as-act,GM-06-ACT-realism,intra-volume,,380-385,exegetical,GM-08,,heuristic-pending-3A
dialectics-of-federation,maps-onto,Coleridge-fancy-imagination,intertextual,,400-401,exegetical,GM-08,,heuristic-pending-3A
role-of-the-president,instantiated-by-polio-motivational-background,FDR-action-vs-motion,case-study,,391-393,exegetical,GM-08,,heuristic-pending-3A
constitutions-agonistic,prefigures-dialectic-of-opponents,GM-09-DIALECTIC-GEN-transformation,intra-volume,,357-360,exegetical,GM-08,,heuristic-pending-3A
war-and-collective-sacrifice,inverts,Adam-Smith-individualist-dialectic,intertextual,,397,exegetical,GM-08,,heuristic-pending-3A
C-TROPE,parent-of,C-METAPHOR,tropology,1,503,burke,GM-13,one of the four master tropes,heuristic-pending-3A
C-TROPE,parent-of,C-METONYMY,tropology,1,503,burke,GM-13,one of the four master tropes,heuristic-pending-3A
C-TROPE,parent-of,C-SYNECDOCHE,tropology,1,503,burke,GM-13,one of the four master tropes,heuristic-pending-3A
C-TROPE,parent-of,C-IRONY,tropology,1,503,burke,GM-13,one of the four master tropes,heuristic-pending-3A
C-METAPHOR,literal-realistic-substitute,C-PERSPECTIVE,tropology,1,503,burke,GM-13,burke's first substitution,heuristic-pending-3A
C-METONYMY,literal-realistic-substitute,C-REDUCTION,tropology,1,503,burke,GM-13,burke's second substitution,heuristic-pending-3A
C-SYNECDOCHE,literal-realistic-substitute,C-REPRESENTATION,tropology,1,503,burke,GM-13,burke's third substitution,heuristic-pending-3A
C-IRONY,literal-realistic-substitute,C-DIALECTIC,tropology,1,503,burke,GM-13,burke's fourth substitution,heuristic-pending-3A
C-METAPHOR,shades-into,C-METONYMY,tropology,1,505,burke,GM-13,inter-transformability principle,heuristic-pending-3A
C-METONYMY,shades-into,C-SYNECDOCHE,tropology,1,507,burke,GM-13,a reduction is a representation (relief-map argument),heuristic-pending-3A
C-SYNECDOCHE,shades-into,C-IRONY,tropology,1,511,burke,GM-13,reversible-pairs synecdoche opens into the dialectical interaction of irony,heuristic-pending-3A
C-IRONY,shades-into,C-METAPHOR,tropology,1,512,burke,GM-13,perspective of perspectives is itself a perspective; the cycle closes,heuristic-pending-3A
C-INTER-TRANSFORM,governs,C-TROPE,tropology,1,503,burke,GM-13,any trope fully developed generates the other three,heuristic-pending-3A
C-METAPHOR,operationalizes,C-CHARACTER,tropology,1,503,burke,GM-13,metaphor sees one character in terms of another,heuristic-pending-3A
C-METAPHOR,is-defined-by,C-CARRYING-OVER,tropology,2,504,burke,GM-13,carrying-over of a term across realms (per Permanence and Change),heuristic-pending-3A
C-METAPHOR,grounds,C-DEGREES-OF-BEING,tropology,2,504,burke,GM-13,characters possess being in proportion to perspectives-supportable,heuristic-pending-3A
C-METAPHOR,most-implicates-pentad-term,burke-agency,dramatism,1,503,phase2,GM-13,perspective is the means-of-considering (agency),heuristic-pending-3A
C-METAPHOR,most-implicates-pentad-term,burke-scene,dramatism,2,503,phase2,GM-13,perspective re-scenes the act,heuristic-pending-3A
C-METONYMY,strategy,C-CORPOREAL-INCORPOREAL,tropology,1,506,burke,GM-13,convey incorporeal in terms of corporeal,heuristic-pending-3A
C-METONYMY,is-device-of,C-POETIC-REALISM,tropology,1,506,burke,GM-13,metonymy proper as poetic-realist archaicizing,heuristic-pending-3A
C-REDUCTION,is-device-of,C-SCIENTIFIC-REALISM,tropology,1,506,burke,GM-13,reduction is metonymy proper to scientific realism,heuristic-pending-3A
C-METONYMY,distinguishes,C-POETIC-VS-SCIENTIFIC-BEHAVIORISM,tropology,1,507,burke,GM-13,poet uses metonymy as figure; behaviorist as real reduction,heuristic-pending-3A
C-REDUCTION,is-one-direction,C-REPRESENTATION,tropology,1,509,burke,GM-13,reduction goes quality-to-quantity only; representation is two-way,heuristic-pending-3A
C-METONYMY,most-implicates-pentad-term,burke-act,dramatism,1,506,phase2,GM-13,act reduced to behavior,heuristic-pending-3A
C-METONYMY,most-implicates-pentad-term,burke-agency,dramatism,2,506,phase2,GM-13,reduction is a methodological apparatus,heuristic-pending-3A
C-SYNECDOCHE,covers-range,C-REPRESENTATION,tropology,1,507,burke,GM-13,full dictionary range (part-for-whole etc) implies convertibility,heuristic-pending-3A
C-SYNECDOCHE,paradigm,C-MICRO-MACRO,tropology,1,508,burke,GM-13,noblest synecdoche is microcosm-macrocosm identity,heuristic-pending-3A
C-SYNECDOCHE,exemplified-by,leibniz-monadology,tropology,1,508,burke,GM-13,leibniz uses 'representation' as his own term,heuristic-pending-3A
C-SYNECDOCHE,exemplified-by,rousseau-volonte-generale,tropology,1,508,burke,GM-13,political representation as synecdochic,heuristic-pending-3A
C-SYNECDOCHE,exemplified-by,coleridge-albatross,literary-criticism,1,509,burke,GM-13,albatross is a gerundive,heuristic-pending-3A
C-SYNECDOCHE,exemplified-by,melville-ahab,literary-criticism,1,509,burke,GM-13,ahab as pursuer is pursued,heuristic-pending-3A
C-SYNECDOCHE,extended-to,reversible-pairs,tropology,2,509,burke,GM-13,burke 'coaches' synecdoche to cover disease/cure hero/villain active/passive,heuristic-pending-3A
C-SYNECDOCHE,most-implicates-pentad-term,burke-agent,dramatism,1,508,phase2,GM-13,part-whole convertibility holds especially for agent-to-class,heuristic-pending-3A
C-SYNECDOCHE,most-implicates-pentad-term,burke-purpose,dramatism,2,508,phase2,GM-13,macrocosmic whole as instantiated purpose,heuristic-pending-3A
C-REPRESENTATIVE-ANECDOTE,opposes,C-REDUCTION,methodology,1,510,burke,GM-13,reductive anecdote is not representative,heuristic-pending-3A
C-REPRESENTATIVE-ANECDOTE,bridges,C-SYNECDOCHE,methodology,1,510,burke,GM-13,representativeness is synecdochic convertibility,heuristic-pending-3A
C-IRONY,arises-from,C-PERSP-OF-PERSP,tropology,1,512,burke,GM-13,interaction of all terms produces the total form,heuristic-pending-3A
C-IRONY,equates,C-DRAMATIC-EQ-DIALECTIC,tropology,1,511,burke,GM-13,where ideas are in action drama; where agents are in ideation dialectic,heuristic-pending-3A
C-IRONY,opposes,C-RELATIVISM,tropology,1,512,burke,GM-13,relativism is fragmentation of drama or dialectic,heuristic-pending-3A
C-IRONY,distinguishes-type,C-ROMANTIC-IRONY,tropology,1,514,burke,GM-13,pharisaic / superior / external to enemy,heuristic-pending-3A
C-IRONY,distinguishes-type,C-CLASSIC-IRONY,tropology,1,514,burke,GM-13,humble / consubstantial / contains the enemy within,heuristic-pending-3A
C-CLASSIC-IRONY,grounds-in,C-CONSUBSTANTIALITY-IRONY,tropology,1,514,burke,GM-13,simultaneously outside and within,heuristic-pending-3A
C-CLASSIC-IRONY,exemplified-by,flaubert-madame-bovary,literary-criticism,1,514,burke,GM-13,madame bovary c'est moi,heuristic-pending-3A
C-CLASSIC-IRONY,exemplified-by,newton-criminal,history,1,515,burke,GM-13,that man is going to prison for me,heuristic-pending-3A
C-CLASSIC-IRONY,exemplified-by,shakespeare-falstaff,literary-criticism,1,515,burke,GM-13,falstaff identifies with the victim (footnote),heuristic-pending-3A
C-CLASSIC-IRONY,contrasted-with,moliere-tartuffe,literary-criticism,2,515,burke,GM-13,tartuffe is pure hypocrite not ironic (footnote),heuristic-pending-3A
C-IRONY,master-formula,C-PERIPETY,tropology,1,517,burke,GM-13,what goes forth as A returns as non-A,heuristic-pending-3A
C-IRONY,grounds-in,C-INTERNAL-FATALITY,tropology,1,517,burke,GM-13,principle of inevitability operating from within,heuristic-pending-3A
C-IRONY,produces,C-PRIMUS-INTER-PARES,tropology,1,516,burke,GM-13,summarizing vessel of the development as a whole,heuristic-pending-3A
C-PRIMUS-INTER-PARES,has-duality,C-ADJ-SUB-DUALITY,tropology,1,516,burke,GM-13,adjectival qualifier and substantial conclusion,heuristic-pending-3A
C-IRONY,risks,C-SIMPL-OF-LITERALNESS,tropology,1,516,burke,GM-13,third temptation: collapse of adjectival/substantial duality,heuristic-pending-3A
C-IRONY,risks,C-ROMANTIC-IRONY,tropology,1,514,burke,GM-13,pharisaic temptation in irony,heuristic-pending-3A
C-IRONY,risks,C-RELATIVISM,tropology,1,512,burke,GM-13,relativistic confusion is the first temptation,heuristic-pending-3A
C-IRONY,exemplified-by,marx-proletariat,political-philosophy,1,516,burke,GM-13,proletariat as socrates of marxist symposium of history,heuristic-pending-3A
C-IRONY,exemplified-by,engels-slavery-socialism,political-philosophy,2,516,burke,GM-13,without slavery of antiquity no modern socialism,heuristic-pending-3A
C-IRONY,exemplified-by,plato-socrates,philosophy,1,516,burke,GM-13,socrates as primus inter pares in platonic dialogue,heuristic-pending-3A
C-IRONY,most-implicates-pentad-term,burke-purpose,dramatism,1,517,phase2,GM-13,peripety operates on purpose (A returns as non-A),heuristic-pending-3A
C-IRONY,most-implicates-pentad-term,burke-act,dramatism,2,517,phase2,GM-13,peripety as reversal mechanic in act,heuristic-pending-3A
C-IRONY,opens-into,C-LEX-TALIONIS,tropology,1,516,burke,GM-13,irony moves into law and justice; form-as-anticipation,heuristic-pending-3A
C-IRONY,polemic-against,allen-tate-eliot-reading,literary-criticism,1,513,burke,GM-13,tate's superior-spectator definition is romantic irony not humble,heuristic-pending-3A
C-METAPHOR,critiqued-instance,korzybski-structural-differential,methodology,2,511,burke,GM-13,reductive way-in misrepresents meaning,heuristic-pending-3A
C-REDUCTION,critiqued-instance,thurman-arnold-psychiatric-metaphor,methodology,2,511,burke,GM-13,psychiatric reduction of social relations,heuristic-pending-3A
C-REDUCTION,critiqued-instance,neurath-isotypes,methodology,2,510,burke,GM-13,isotypes as quantitative reductive representations,heuristic-pending-3A
C-METONYMY,exemplified-by,richards-commotion-for-emotion,literary-criticism,2,506,burke,GM-13,richards in principles of literary criticism,heuristic-pending-3A
C-TROPE-AS-TRUTH-APPARATUS,reframes,rhetorical-figure-tradition,tropology,1,503,burke,GM-13,subordinates quintilian-cicero-richards tradition,heuristic-pending-3A
GM-13-TROPES,parallel-apparatus-to,GM-00-INTRO,structure,1,503,phase2,GM-13,trope-apparatus parallel to pentad,heuristic-pending-3A
GM-13-TROPES,operates-on,GM-04-SCENE,structure,2,506,phase2,GM-13,materialism features scene via metonymy,heuristic-pending-3A
GM-13-TROPES,operates-on,GM-05-AGENT,structure,2,503,phase2,GM-13,idealism features agent via metaphor-perspective,heuristic-pending-3A
GM-13-TROPES,operates-on,GM-06-ACT,structure,2,508,phase2,GM-13,realism features act via synecdoche,heuristic-pending-3A
GM-13-TROPES,operates-on,GM-07-AGENCY-PURPOSE,structure,2,506,phase2,GM-13,pragmatism features agency via metonymy; mysticism features purpose via micro-macro synecdoche,heuristic-pending-3A
GM-13-TROPES,prefigures,hayden-white-metahistory,intellectual-history,2,503,phase2,GM-13,1945 essay anticipates white 1973 tropological historiography,heuristic-pending-3A
C-METAPHOR,dissertation-deployment,game-discourse-framing,dissertation,1,503,phase2,GM-13,gamification skeuomorphic mappings of work/school/fitness into play,heuristic-pending-3A
C-METONYMY,dissertation-deployment,player-as-kda-mmr,dissertation,1,506,phase2,GM-13,telemetric reduction of player to scoreboard number,heuristic-pending-3A
C-SYNECDOCHE,dissertation-deployment,avatar-stands-for-player,dissertation,1,508,phase2,GM-13,canonical game-studies synecdoche,heuristic-pending-3A
C-IRONY,dissertation-deployment,meta-gaming-dialectic,dissertation,1,517,phase2,GM-13,speedrunning glitch-exploitation emergent play,heuristic-pending-3A
C-IRONY,dissertation-deployment,designer-exploiter-consubstantiality,dissertation,1,514,phase2,GM-13,toxic optimizer is rational extension of designed incentive,heuristic-pending-3A
C-INTRINSIC-EXTRINSIC,is_meta_clarification_of,C-SCENE-ACT-RATIO,dramatism,1,465,burke,GM-11,load-bearing thesis — intrinsic/extrinsic is a scene-act ratio meta-question,heuristic-pending-3A
C-INTRINSIC-EXTRINSIC,cross_references,GM-03-CIRCUMFERENCE,dramatism,1,465,burke-pipeline,GM-11,intrinsic-scope choice IS a circumference choice,heuristic-pending-3A
C-INTRINSIC-EXTRINSIC,cross_references,GM-02-SUBSTANCE-VOCABULARY,dramatism,1,465,burke-pipeline,GM-11,intrinsic/extrinsic is a directional-substance application,heuristic-pending-3A
C-ASCITAS,criterion_for,C-INTRINSIC-EXTRINSIC,scholastic-philosophy,1,465,burke,GM-11,by-itselfness as the trans-historical criterion driving the intrinsic question,heuristic-pending-3A
C-OUSIA-BEING,grounds,C-ASCITAS,aristotle,1,465,burke,GM-11,substance-as-being is the Aristotelian root of the in-itself criterion,heuristic-pending-3A
C-OUSIA-BEING,places_outside_of,C-TIME-CATEGORY,aristotle,2,466,burke,GM-11,being-talk yields atemporal/tenseless analysis,heuristic-pending-3A
C-ENTELECHY,anchors_in,C-GENUS-FAMILY,aristotle,1,467,burke,GM-11,internal principle of motivation located at level of genus not bare individual,heuristic-pending-3A
C-EXTRINSIC-CREATOR,engrafts_onto,C-OUSIA-BEING,aquinas,1,467,burke,GM-11,God and the Devil as extrinsic principles added to Aristotelian intrinsic,heuristic-pending-3A
C-EXTRINSIC-CREATOR,bears_ambiguity_of,C-PANTHEISM-LIMIT,aquinas,2,467,burke,GM-11,ancestral God not wholly extrinsic — pantheist completion refused,heuristic-pending-3A
C-SPINOZA-TOTALITY,applies_rigorously,C-ASCITAS,spinoza,1,468,burke,GM-11,in-itself criterion taken to its limit produces totality-only intrinsic,heuristic-pending-3A
C-SPINOZA-TOTALITY,near_reverses,C-INTRINSIC-EXTRINSIC,spinoza,1,468,burke,GM-11,Locke etymological note reinforces — intrinsic and extrinsic nearly trade places,heuristic-pending-3A
C-LOCKE-SUBSTANCE-ETYMOLOGY,supports,C-SPINOZA-TOTALITY,locke,2,468,burke,GM-11,substance originally names what supports from outside,heuristic-pending-3A
C-SECULAR-HISTORICISM,follows_from,C-SPINOZA-TOTALITY,intellectual-history,2,469,burke,GM-11,theological side dropped yields naturalistic historicism,heuristic-pending-3A
C-SECULAR-HISTORICISM,produces,C-SCIENCE-FROM-WITHOUT,intellectual-history,1,469,burke,GM-11,modern science as the from-without limit case,heuristic-pending-3A
C-SCIENCE-FROM-WITHOUT,abolishes,C-OUSIA-BEING,philosophy-of-science,1,469,burke,GM-11,category of substance formally abolished,heuristic-pending-3A
C-SCIENCE-FROM-WITHOUT,instantiated_by,C-SCIENCE-OF-PERSONALITY,critical-example,1,469,burke,GM-11,Angyal Foundations for a Science of Personality as illustration,heuristic-pending-3A
C-SCIENCE-OF-PERSONALITY,perspective_by_incongruity_to,C-DRAMATIST-VOCABULARY,critique,1,470,burke,GM-11,personality is dramatist concept being translated into non-personal terms,heuristic-pending-3A
C-GERONTOLOGIST-REDUCTIO,illustrates,C-SCIENCE-FROM-WITHOUT,critical-example,2,469,burke,GM-11,chemical-dosage intrinsic-resistance as confused intrinsic/extrinsic talk,heuristic-pending-3A
C-THREE-LEVELS,subsumes,C-INTRINSIC-EXTRINSIC,dramatism,1,465,burke,GM-11,grammar/rhetoric/symbolic — intrinsic question is grammatical entry-point,heuristic-pending-3A
C-THREE-LEVELS,future_locus_of,C-SYMBOLIC-MOTIVES,burke-trilogy,2,483,burke,GM-11,modern criticism has something vitally new on Symbolic level,heuristic-pending-3A
C-COLERIDGEAN-METHOD,polemical_target_of,C-NEO-ARISTOTELIAN-OBJECT,critical-history,1,470,burke,GM-11,Crane prefatory note targets Coleridgean narrowing-down,heuristic-pending-3A
C-COLERIDGEAN-METHOD,narrows_down_from,C-BROAD-PHILOSOPHICAL-FRAME,critical-method,2,470,burke,GM-11,subjective/objective extension/intension structure/texture pairs,heuristic-pending-3A
C-NEO-ARISTOTELIAN-OBJECT,claims_method,C-INDUCTION-DEDUCTION,critical-method,1,471,burke,GM-11,object-treatment via pure induction from particular poems,heuristic-pending-3A
C-INDUCTION-DEDUCTION,false_dichotomy_per,C-CRITICAL-TERMINOLOGIES-AS-LANGUAGES,burke-methodology,1,471,burke,GM-11,terminologies coach observation deductively,heuristic-pending-3A
C-PROPHECY-AFTER-EVENT,diagnoses,C-NEO-ARISTOTELIAN-OBJECT,critique,2,473,burke,GM-11,pure inductivism degenerates into rationalization-after-the-event,heuristic-pending-3A
C-SCENE-AGENT-RATIO,extends,C-SCENE-ACT-RATIO,dramatism,1,474,burke,GM-11,scene-quality contains agent-quality as parallel to scene-act ratio,heuristic-pending-3A
C-SCENE-AGENT-RATIO,applied_to,C-WORDSWORTH-SONNET,literary-analysis,1,474,burke,GM-11,octave establishes scene; sestet introduces agent imbued by ground,heuristic-pending-3A
C-REST-TWO-SENSES,distinguishes,C-MOTION-ACTION,burke-methodology,1,475,burke,GM-11,cessation-of-motion vs end-of-action — Aristotelian primum mobile distinction,heuristic-pending-3A
C-MOTION-ACTION,grounds_distinction_of,C-INTRINSIC-EXTRINSIC,burke-methodology,1,475,burke,GM-11,motion-talk yields only extrinsic statements about human realm,heuristic-pending-3A
C-ATTITUDE-INCIPIENT-ACT,forward_references,C-ATTITUDE-RHETORIC-OF-MOTIVES,burke-trilogy,1,476,burke,GM-11,load-bearing 6th-term anticipation of Rhetoric of Motives apparatus,heuristic-pending-3A
C-ATTITUDE-INCIPIENT-ACT,ambiguous_between,C-INCIPIENT-VS-SUBSTITUTE-ACT,dramatism,1,476,burke,GM-11,attitude as preparation-for-act or as substitute-for-act,heuristic-pending-3A
C-LYRIC-STASIS,instance_of,C-ATTITUDE-INCIPIENT-ACT,burke-poetics,1,475,burke,GM-11,lyric is state summing up action in form of attitude,heuristic-pending-3A
C-LYRIC-STASIS,dialectical_counterpart_of,C-DRAMATIC-ACTION,burke-poetics,1,476,burke,GM-11,not analogue but dialectical counterpart — Stations of Cross diagnostic,heuristic-pending-3A
C-LYRIC-EVENT,scenic_not_enactive,C-DRAMATIC-ACT,burke-poetics,1,480,burke,GM-11,Olson distinction Burke endorses and reworks,heuristic-pending-3A
C-LYRIC-EVENT,proportionality_with,C-SCIENCE-FROM-WITHOUT,burke-methodology,1,481,burke,GM-11,science:lyric :: scene:agent :: knowledge:knower :: epistemological:psychological,heuristic-pending-3A
