source,relation,target,locus,note,unit
bor-sec-34,treats-construct,attentional disengagement / meta-awareness,~p.4/7-8,"P/anticipatory-application -- analogical reading only. The source's own language ('disengage from opportunities to minimize effort') and its gaze-based attentional-orienting/engagement apparatus are read against this cluster's attention-failure boredom constructs (Eastwood et al.; Fisher/Hamilton); boredom itself is never named in the source (FAITHFUL-Cheval et al., ~p.4).",bor-sec-34
bor-sec-34,treats-construct,flow / engagement (contrast pole),~p.7/15-16,"P/anticipatory-application -- analogical reading only. The source's own technical term 'attentional engagement' (its label for gaze duration) is read as continuous with sustained-attention/flow's contrast to boredom's attentional withdrawal; Csikszentmihalyi and flow are never cited (FAITHFUL-Cheval et al., ~p.7).",bor-sec-34
bor-sec-34,operationalizes-measure,pupil dilation / pupillometry,~p.10-12/16-17,"Max pupil-size difference (active vs. inactive stimuli) per trial, values <2mm/>4.5mm and diffs >|1|mm excluded, linear mixed model; N=77; result: greater pupil-size decrease with higher usual physical activity (b=-.01, p=.008), 13.9% variance, direction contrary to the study's own H4, flagged by the authors as too small to over-interpret (FAITHFUL-Cheval et al., ~p.16-17, 19).",bor-sec-34
bor-sec-34,operationalizes-measure,gaze variance / fixation dispersion,~p.10-12/14-16,"First gaze (logistic mixed model, attentional orienting) + gaze duration (linear mixed model, % relative viewing time, attentional engagement); N=77; results: OR=1.14 first-gaze increase per usual-PA unit (28.1% variance, confirms H2), +7.8%/unit gaze-duration increase (28.8% variance, confirms H3) (FAITHFUL-Cheval et al., ~p.14-16).",bor-sec-34
bor-sec-34,operationalizes-measure,behavioral (RT / errors / performance-monitoring),~p.10-11/13-14,"Log-transformed reaction time to detect a dot at the active vs. inactive stimulus location, visual dot-probe task; N=77; result: dot-location x usual-PA interaction (b=-.02, p=.002), significant only at high PA, 40% variance explained -- the study's largest R2, confirms H1 (FAITHFUL-Cheval et al., ~p.13-14).",bor-sec-34
bor-sec-34,operationalizes-measure,self-report / survey scale,~p.8/10,"Adapted International Physical Activity Questionnaire (usual moderate-to-vigorous PA, min/week) + 2-item intention-to-be-active scale + confound questionnaire (hunger, thirst, sleep, caffeine, cigarettes); N=77 of 84 recruited; used as the continuous predictor/moderator for every other outcome, not as a boredom measure (FAITHFUL-Cheval et al., ~p.8, 10).",bor-sec-34
bor-sec-34,cites,"MacLeod, C., Mathews, A., & Tata, P. (1986)",~p.9-10,"Origin of the visual dot-probe task, adapted directly for this study's stimulus-presentation protocol (FAITHFUL-Cheval et al., ~p.9-10).",bor-sec-34
bor-sec-34,cites,"Pool, E., Brosch, T., Delplanque, S., & Sander, D. (2016)",~p.4-5/18,"Meta-analytic overview of attentional-bias paradigms; source of the 'relevance to current concerns' interpretive frame this study adopts to explain its own findings (FAITHFUL-Cheval et al., ~p.5, 18).",bor-sec-34
bor-sec-34,cites,"Giel, K. E., et al. (2013)",~p.5-6/19-20,"Only other prior study using eye-tracking to assess physical-activity attentional bias (anorexia nervosa patients and athletes vs. non-athletes); the closest methodological precedent, explicitly extended here to a healthy general population (FAITHFUL-Cheval et al., ~p.5-6, 19-20).",bor-sec-34
bor-sec-34,extends,"Giel, K. E., et al. (2013) eye-tracking paradigm",~p.19-20,"Extends the only prior eye-tracking study of physical-activity attentional bias from a clinical/athlete sample (anorexia nervosa patients, competitive athletes) to a healthy general population spanning the full range of usual physical-activity levels (FAITHFUL-Cheval et al., ~p.19-20).",bor-sec-34
bor-sec-34,cites,"Kullmann, S., et al. (2014)",~p.9-10,"Source of the five matched physical-activity/inactivity image pairs used as stimuli, selected to vary only in implied energy expenditure (FAITHFUL-Cheval et al., ~p.9-10).",bor-sec-34
bor-sec-34,cites,"Berry, T. R. (2006)",~p.5-6,"Stroop-based attentional-bias study distinguishing exerciser from non-exerciser schematics, part of the indirect-measure literature this study extends with direct eye-tracking indices (FAITHFUL-Cheval et al., ~p.5-6).",bor-sec-34
bor-sec-34,cites,"Berry, T. R., Spence, J. C., & Stolp, S. M. (2011)",~p.5-6/18,"Dot-probe picture study finding gender-moderated attentional bias toward physical activity (all men, only active women); the discrepancy this paper's design and results are read against (FAITHFUL-Cheval et al., ~p.5-6, 18).",bor-sec-34
bor-sec-34,qualifies,"Berry, Spence, & Stolp (2011) gender-moderation reading",~p.18,"Attributes the gender-moderation discrepancy to differences in control-stimulus content (Berry et al.'s control images carried gendered affective connotations, e.g. baby, beer bottle; this study's images differed only in implied energy expenditure), qualifying rather than contesting the earlier finding (FAITHFUL-Cheval et al., ~p.18).",bor-sec-34
bor-sec-34,cites,"Calitri, R., Lowe, R., Eves, F. F., & Bennett, P. (2009)",~p.5-6,"Word-based dot-probe study linking self-reported physical activity to attentional bias, part of the indirect-measure literature (FAITHFUL-Cheval et al., ~p.5-6).",bor-sec-34
bor-sec-34,cites,"Oliver, S., & Kemps, E. (2018)",~p.5-6,"Null-finding replication attempt using Berry et al.'s (2011) paradigm, cited as a limit on the consistency of the prior attentional-bias literature (FAITHFUL-Cheval et al., ~p.5-6).",bor-sec-34
bor-sec-34,cites,"Yun, L., & Berry, T. R. (2018)",~p.5-6,"Dot-probe study linking attentional bias toward community-program images to self-reported physical activity (FAITHFUL-Cheval et al., ~p.5-6).",bor-sec-34
bor-sec-34,cites,"Pool, E. R., Pauli, W. M., Kress, C. S., & O'Doherty, J. P. (2019)",~p.10-12/21-22,"Grounds pupil dilation as a value/outcome-sensitivity signal; also the source of the 'outcome devaluation' mechanism cited to explain a possible confound from prolonged sitting during the task (FAITHFUL-Cheval et al., ~p.11, 21-22).",bor-sec-34
bor-sec-34,cites,"Rebar, A. L. (2017)",~p.18,"Frames attentional bias toward positive/rewarding stimuli as a product of learned reward associations, supporting this study's reward-learning interpretation of its own findings (FAITHFUL-Cheval et al., ~p.18).",bor-sec-34
bor-sec-34,cites,"Robinson, T. E., & Berridge, K. C. (1993); Hyman, S. E., & Malenka, R. C. (2001)",~p.18-19,"Incentive-salience/addiction framework invoked to interpret attentional capture by rewarding stimuli as part of a general reward-learning account extending to non-substance behaviors (FAITHFUL-Cheval et al., ~p.18-19).",bor-sec-34
bor-sec-34,cites,"Brand, R., & Ekkekakis, P. (2018); Cheval, B., Radel, R., et al. (2018); Conroy, D. E., & Berry, T. R. (2017)",~p.3-4/17,"Theoretical framing that automatic/impulsive processes regulate physical-activity behavior, motivating the study's shift away from purely reflective (attitude/intention) motivation theories, which show small effects and high unexplained variance (FAITHFUL-Cheval et al., ~p.3-4).",bor-sec-34
bor-sec-34,cites,"MacLeod, C., Rutherford, E., Campbell, L., Ebsworthy, G., & Holker, L. (2002)",~p.22-23,"Attention bias modification treatment, proposed in the Conclusion as a future causal-intervention test of whether modifying attentional bias changes physical-activity behavior (FAITHFUL-Cheval et al., ~p.22-23).",bor-sec-34
bor-sec-34,cites,"Rodebaugh, T. L., et al. (2016); Schmukle, S. C. (2005); Pennington, C. R., et al. (2019)",~p.6/21-22,"Dot-probe task construct-validity/reliability critiques, cited both to motivate this study's inclusion of direct eye-tracking measures alongside RT and, in the Discussion, as a limitation on the RT results specifically (FAITHFUL-Cheval et al., ~p.6, 21-22).",bor-sec-34
bor-sec-34,concedes,self-report PA measure; correlational design; no neutral stimulus category; single-gender stimulus images; luminance uncontrolled; dot-probe reliability/validity concerns,~p.20-22,"Six named limitations, discussed in sequence in the Discussion's penultimate paragraphs (FAITHFUL-Cheval et al., ~p.20-22).",bor-sec-34
bor-sec-34,qualifies,own H4 pupil-dilation finding,~p.16-17/19,"Self-qualification: the pupil-size effect (~0.02mm), though statistically significant and opposite in direction to the hypothesis, is characterized by the authors themselves as 'very small' and 'could hardly be distinguished from simple measurement error,' with an explicit recommendation to avoid over-interpreting it (FAITHFUL-Cheval et al., ~p.16-17, 19).",bor-sec-34
bor-sec-34,instances-in-text,indirect (RT/Stroop/dot-probe) vs. direct (eye-tracking) attentional-bias measurement debate,~p.5-6/17,"The paper's central methodological rationale: indirect RT-based measures are argued (via Pennington et al., 2019) to be less reliable than direct gaze measures, motivating this study's combined design; both measure types converge on similar PA-level-conditional patterns here (FAITHFUL-Cheval et al., ~p.5-6, 17).",bor-sec-34
bor-sec-34,grounds-measure,Boredom Experiment (VR Attention Study) -- eye-tracking / attentional-bias channel,n/a,"****** UNVERIFIED: Cheval et al.'s three-tier eye-tracking design (first gaze/orienting, gaze duration/engagement, pupil dilation/arousal-value, all derived from one dot-probe paradigm and cross-validated against behavioral RT) offers a reusable template for a future VR attention study's eye-tracking channel -- e.g., substituting 'engaging vs. boring/monotonous' VLE-content pairs for 'physical-activity vs. inactivity' image pairs. The mapping is speculative and content-independent; the dataset entry's own instrumentation is not yet confirmed (P/anticipatory-application).",bor-sec-34
bor-sec-34,bridges-to-part-iii,Part III dot-probe/eye-tracking paradigm transfer,n/a,"P/anticipatory-application -- Cheval et al.'s measurement architecture (three convergent gaze/pupil indices plus one behavioral cross-check, under crossed-random-effects mixed models) is a reusable design template for testing whether VLE participants' visual attention and reaction time track a trait-like predictor (e.g., boredom proneness) toward engaging-vs-boring content pairs, independent of any boredom content in the source itself.",bor-sec-34
bor-sec-34,bridges-to-part-iii,Part III pupil-dilation-as-arousal caution,n/a,"P/anticipatory-application -- Cheval et al.'s own H4 finding (smaller, not larger, pupils associated with greater stimulus relevance, an effect the authors themselves call near-noise) cautions any Part III or dataset design against treating pupil dilation as a simple, linearly-scaled arousal/engagement proxy; the signal may be small, bidirectional, and easily confounded by light and sitting duration.",bor-sec-34
bor-sec-24,treats-construct,attentional disengagement / meta-awareness,p.1-2 (approx.),"STRETCH — source never mentions boredom; '(pre)attention demand or load' and preattentive/non-conscious monitoring level are discussed only re: memory-confidence judgments in Paulus et al.'s (2013) preschooler study, not boredom-related attentional lapse. Treated here as touching the general meta-awareness construct by analogy only (P/anticipatory-application).",bor-sec-24
bor-sec-24,operationalizes-measure,self-report / survey scale,p.1-2 (approx.),"Explicit verbal confidence judgments ('scalar feelings') of memory accuracy, contrasted with implicit indices in Paulus et al.'s (2013) design (FAITHFUL-Clark & Hassert, p.1-2).",bor-sec-24
bor-sec-24,operationalizes-measure,pupil dilation / pupillometry,p.2 (approx.),"'Pupil area' and 'pupil dilation' reported as an implicit confidence-judgment index, at times superior in accuracy to explicit self-report (FAITHFUL-Clark & Hassert, p.2).",bor-sec-24
