rcode,term,item,words,text
W26-R045,W26,Q10,12,"we can learn vividly, instead of just learn from book / /"
W26-R046,W26,Q5,7,The VR experience and the lecture videos
W26-R046,W26,Q6,16,The organization of the canvas page and being more clear on what the project instructions are
W26-R046,W26,Q9,1,N/A
W26-R046,W26,Q10,15,I think it would be great if the virtual space could meet up in groups.
W26-R047,W26,Q5,2,Video lectures
W26-R047,W26,Q6,11,The work load is too much for only 1 unit course
W26-R047,W26,Q9,29,Maybe not having the place in the game just directly clickable links to open the videos. It was weird having to walk around just to find the right video
W26-R047,W26,Q10,15,I think it’s strange and I was not used to this type of learning experience
W26-R049,W26,Q5,15,I find the lecture videos in the week module most useful and the attached readings
W26-R049,W26,Q6,40,"I think the VR platform is a fun idea however it is labor intensive for my laptop, so I don't run it very often, I think VR platform portion of the course is unnecessary for my understanding of the material."
W26-R049,W26,Q9,25,I think prompts attached to the VR videos would be helpful for students to know what to look around for or to encourage greater analysis.
W26-R049,W26,Q10,34,I can see VR application being useful in online classes that include seminars or online language classes. I think this application could be useful in classes where student conversation in large groups is useful.
W26-R050,W26,Q5,69,"The most useful aspects of the course were learning how biomedical engineering can address real clinical needs and seeing examples from different global healthcare settings. The clinical immersion videos and case studies helped me understand how medical devices and technologies must be adapted to the resources, infrastructure, and patient populations in different environments. This made the design process and identification of unmet clinical needs much more practical and realistic."
W26-R050,W26,Q6,37,"One improvement that could be helpful is providing transcripts for the lecture videos. This would make it easier to review the material, follow along with the lectures, and reference important concepts later when studying or completing assignments."
W26-R050,W26,Q9,26,It would help to add explanations during the videos and labels for the surgical steps or equipment so it is easier to understand what is happening.
W26-R050,W26,Q10,66,"VR could be useful for learning clinical procedures, anatomy, and medical device training because students can see the environment and equipment more realistically. It could also help with virtual labs or surgical demonstrations where students can observe steps more closely. This may be more effective than traditional lectures because it allows students to feel more immersed and better understand how things work in real clinical settings."
W26-R051,W26,Q5,22,I found the check-in quizzes were really helpful to me to keep me learn and actually watch the lecture videos every week.
W26-R051,W26,Q6,27,If there were a check-in section for the unmet needs in the innovation notebook would be better in keeping me motivated and not forgetting to do it.
W26-R051,W26,Q9,1,N/A
W26-R051,W26,Q10,18,"If I can interact more and be able to create a character look, it would be so fun."
W26-R052,W26,Q5,54,The lecture videos were one of the most useful parts of the course because they clearly explained the key concepts and allowed me to review the material at my own pace. The quizzes were also helpful since they tested our understanding of the lectures and made sure we were keeping up with the material.
W26-R052,W26,Q6,57,"One aspect of the course that could be improved is the addition of more interactive activities. For example, including weekly discussion posts could help encourage more engagement with the material and allow students to share their perspectives with one another. This could make the course feel more interactive and help reinforce the concepts covered in the lectures."
W26-R052,W26,Q9,39,"Incorporating a required group meetup within the VR simulation could incentivize more interactive learning, encouraging students to discuss observations, ask questions, and collaborate on problem-solving in real time. This could make the VR component more engaging and educationally effective."
W26-R052,W26,Q10,66,"VR could be effectively used for group collaboration, allowing students to work together in virtual spaces, and for interactive simulations that teach specific concepts or skills. It could also provide immersive virtual labs, clinical training scenarios, or virtual field trips. VR is more effective than traditional or online methods because it allows hands-on, experiential learning, encourages engagement, and makes abstract or inaccessible content easier to understand."
W26-R053,W26,Q6,74,"The course was interesting and gave a helpful introduction to global health and clinical innovation. One area that could be improved is providing clearer guidance for some assignments and expectations, especially for reports and project components. It may also help to organize deadlines and instructions in a more consistent way so students can plan ahead more easily. Overall, the course content was valuable, but a little more structure would make the learning experience smoother."
W26-R053,W26,Q9,83,"To make the VR clinical immersion platform more educationally beneficial, I think it would help to add clearer explanations, labels, and short summaries for each procedure. In my experience, I relied more on the YouTube videos than the VR platform because the videos were easier to follow and gave more direct context about what was happening. It may also help to include guided narration, step-by-step annotations, and key learning points so students can better understand the purpose of each action during the procedure."
W26-R053,W26,Q10,98,"I think VR could be especially useful for medical and clinical education, anatomy learning, and team-based simulation training. For example, students could use VR to practice observing surgeries, understanding operating room setup, or learning spatial relationships in anatomy in a more immersive way than a regular lecture or video. It could also be effective for group collaboration in virtual lab or case-study environments where students interact more actively with the material. VR can be more effective than traditional class formats when students need hands-on visualization and engagement, but it works best when combined with clear instruction and explanation."
W26-R054,W26,Q5,7,The VR platorm helped expand my learning
W26-R054,W26,Q6,13,I think this course should be worth more units like 2 or 3.
W26-R054,W26,Q9,8,Maybe add something mor einteractive like games/checklist/checkpoints etc
W26-R055,W26,Q5,11,I found the YouTube videos of procedures to be very helpful.
W26-R055,W26,Q6,4,"Nothing, I liked everything."
W26-R055,W26,Q9,9,It is just a bit laggy and feels low-quality.
W26-R055,W26,Q10,32,I do not think this one should ever be mandated in the future. It should be an extra option. I cannot imagine a time when a VR space would be more helpful.
W26-R056,W26,Q5,23,I found the video lectures to be the most useful aspect of this course. It was where majority of actual learning was done.
W26-R056,W26,Q6,18,"In-person interactions could be improved, as I found the asynchronous learning to be difficult to keep up with."
W26-R056,W26,Q9,7,Less dependency on the VR aspect altogether.
W26-R056,W26,Q10,25,"A virtual space for group meetings would be very useful, as I find it to be a step up from Zoom calls for group work."
W26-R059,W26,Q5,38,The video lectures were generally pretty insightful and more interesting to listen to than other online courses I have taken. I think the short runtime and good pacing allow for the content to be much more easily absorbable.
W26-R059,W26,Q6,52,"Make sure that journal entries are done throughout the year, using deadlines. Giving complete freedom often will lead to procrastination or forgetfulness. / / Also, make instructions much clearer and in obvious places, since online courses easily allow instructions to become unclear or be forgotten if mentioned only briefly or in passing."
W26-R059,W26,Q9,7,Make sure the sign-in is actually possible
W26-R059,W26,Q10,103,"I think virtual environments are good for teaching only in ways that specifically rely on their interactivity. There is no difference between virtually moving through a museum and seeing photos with text underneath for the purposes of learning. The difference is that virtual environments allow for simulating hands-on environments that would be impossible otherwise. Unless the virtual environment can provide an experience that is unable to be achieved without it, and allows for learning that is done at one's own pace and with elements that rely on the immersion potential and interactivity, then there is no purpose in using it over other alternatives."
W26-R060,W26,Q5,67,"One of the most useful aspects of this course was the VR videos that showed real medical procedures and clinical environments. Watching procedures such as cataract surgery, colonoscopy, angiograms, and deep brain stimulation helped me better understand how these treatments are actually performed in a hospital setting. The immersive perspective made it easier to visualize the steps of the procedures and the roles of different medical professionals."
W26-R060,W26,Q6,65,"One aspect of the course that could be improved is providing more explanations during the VR procedure videos. While the videos were interesting and showed real medical procedures, sometimes it was difficult to fully understand what was happening or why certain steps were being performed. Adding more narration or step-by-step explanations could help students better follow the procedures and learn the purpose of each step."
W26-R060,W26,Q9,50,"To make the VR clinical immersion platform more educationally beneficial, one improvement would be adding more guided explanations throughout the procedures. Narration or on-screen labels explaining the instruments, anatomy, and steps of the procedure would help students better understand what is happening during the surgery rather than just observing it."
W26-R060,W26,Q10,47,"One useful application is medical and healthcare training. Students could practice surgical procedures, patient examinations, or emergency response scenarios in a safe virtual environment before working with real patients. This would allow them to gain hands-on experience and build confidence without the risks associated with real-life practice."
